TimeLine,ChannelCode,RiskRating,Applications,Approvals,AvgApprovalAmount,Listings,AvgListingsAmount,Loans,AvgLoanAmount
8/29/2014,Partner,B,53,53,20207.16592,31,14228.5733,22,14549.33871
8/29/2014,Partner,C,56,56,20088.927,37,12707.76468,25,12659.49366
8/29/2014,Partner,D,23,23,12315.16025,16,9474.407912,10,7029.29717
8/29/2014,Partner,E,28,28,9928.216885,20,6582.170941,18,5896.894673
8/29/2014,Partner,HR,2,2,3998.001499,1,3996.004995,1,3996.004995
8/29/2014,Partner,N/A,1754,528,18071.93547,0,NULL,0,NULL
8/30/2014,Digital,A,15,15,19665.35571,10,10548.94521,8,10498.68779
8/30/2014,Digital,AA,5,5,23195.36113,5,9777.044791,2,11744.12844
8/30/2014,Digital,B,11,11,25270.43005,8,15935.50819,8,15935.50819
8/30/2014,Digital,C,13,13,20998.38482,6,15164.13948,3,13328.8907
8/30/2014,Digital,D,7,7,16426.22497,5,16595.68106,2,18988.0065
8/30/2014,Digital,E,2,2,4997.501749,1,5994.006993,1,5994.006993
8/30/2014,Digital,N/A,216,55,16010.61801,0,NULL,0,NULL
8/30/2014,Direct Mail,A,38,38,23762.53259,24,14853.54781,17,14263.86689
8/30/2014,Direct Mail,AA,11,11,21725.29779,8,13373.32846,8,12748.40657
8/30/2014,Direct Mail,B,26,26,19306.94977,17,14146.22675,13,12768.24867
8/30/2014,Direct Mail,C,19,19,20630.49318,11,15362.23989,8,15685.53943
8/30/2014,Direct Mail,D,5,5,11997.60068,3,10829.72376,2,7246.377311
8/30/2014,Direct Mail,E,8,8,7624.047119,4,4998.750562,4,4998.750562
8/30/2014,Direct Mail,N/A,283,111,18053.89142,0,NULL,0,NULL
8/30/2014,DirectToSite,A,12,12,24081.32664,8,10973.62842,6,10881.51991
8/30/2014,DirectToSite,AA,10,10,24987.50135,6,17497.08399,3,19993.33589
8/30/2014,DirectToSite,B,14,14,25712.44918,8,18997.62542,5,16596.68086
8/30/2014,DirectToSite,C,25,25,20459.18167,21,14927.86063,15,15665.62236
8/30/2014,DirectToSite,D,17,17,18087.1714,9,15609.37685,7,13640.90858
8/30/2014,DirectToSite,E,12,12,8582.618198,8,4124.484564,8,3749.531434
8/30/2014,DirectToSite,HR,2,2,3998.001499,1,3996.004995,0,NULL
8/30/2014,DirectToSite,N/A,664,135,16826.54203,0,NULL,0,NULL
8/30/2014,Email,A,14,14,21255.62467,9,15220.53116,8,14623.17223
8/30/2014,Email,AA,6,6,30494.91768,4,17745.56386,4,17745.56386
8/30/2014,Email,B,13,13,22967.46412,7,16711.89844,5,16396.72086
8/30/2014,Email,C,23,23,21729.49007,15,15565.62902,11,14407.7812
8/30/2014,Email,D,18,18,16943.50319,9,11143.20642,8,10311.21122
8/30/2014,Email,E,8,8,6999.125234,5,4299.140372,5,4299.140372
8/30/2014,Email,HR,1,1,3996.004995,1,1998.002997,1,1998.002997
8/30/2014,Email,N/A,347,106,15980.03793,0,NULL,0,NULL
8/30/2014,OC,A,1,1,34965.03596,1,34965.03596,0,NULL
8/30/2014,OC,E,1,1,3996.004995,1,3996.004995,1,3996.004995
8/30/2014,OC,N/A,20,2,12993.50375,0,NULL,0,NULL
8/30/2014,Partner,A,57,57,20683.84767,36,13952.52912,26,14710.97269
8/30/2014,Partner,AA,25,25,26758.92968,21,15046.90258,13,15960.31082
8/30/2014,Partner,B,41,41,19975.12258,32,14555.82641,25,13959.48166
8/30/2014,Partner,C,39,39,18461.06513,25,14435.42262,17,14587.37727
8/30/2014,Partner,D,22,22,15590.20049,14,11356.33176,10,11898.81022
8/30/2014,Partner,E,22,22,9135.948411,11,7858.376602,7,7206.113555
8/30/2014,Partner,HR,1,1,3996.004995,1,2997.003996,1,2997.003996
8/30/2014,Partner,N/A,1238,408,18350.44522,0,NULL,0,NULL
8/31/2014,Digital,A,6,6,13781.03666,2,12493.75362,2,12493.75362
8/31/2014,Digital,AA,3,3,30656.44818,3,17327.55781,1,11988.01299
8/31/2014,Digital,B,10,10,17698.23028,9,14998.33363,8,11998.50031
8/31/2014,Digital,C,11,11,16543.95064,6,7932.011498,3,12029.32389
8/31/2014,Digital,D,14,14,14641.81137,8,10748.65654,4,11247.18845
8/31/2014,Digital,N/A,150,34,18617.09953,0,NULL,0,NULL
8/31/2014,Direct Mail,A,16,16,20998.68764,11,11544.40514,8,10873.64092
8/31/2014,Direct Mail,AA,12,12,27831.01417,9,18220.19787,6,17830.36177
8/31/2014,Direct Mail,B,23,23,23346.81105,17,16293.15928,11,13726.025
8/31/2014,Direct Mail,C,18,18,21054.38592,15,15865.60903,12,15832.01408
8/31/2014,Direct Mail,D,6,6,16163.97284,5,12397.5207,3,7997.334555
8/31/2014,Direct Mail,N/A,168,60,18849.68586,0,NULL,0,NULL
8/31/2014,DirectToSite,A,11,11,24352.3317,8,17435.32071,7,17068.99029
8/31/2014,DirectToSite,AA,4,4,16995.75131,3,10996.33489,3,10996.33489
8/31/2014,DirectToSite,B,26,26,20806.89208,19,12040.94527,14,13269.76652
8/31/2014,DirectToSite,C,19,19,20530.49845,10,15898.41026,4,12496.87603
8/31/2014,DirectToSite,D,12,12,19081.74327,6,18496.91735,6,18496.91735
8/31/2014,DirectToSite,E,9,9,5554.938451,4,3999.0005,3,3998.667444
8/31/2014,DirectToSite,N/A,456,99,16191.75565,0,NULL,0,NULL
8/31/2014,Email,A,11,11,22088.9011,4,13621.59485,3,11496.16828
8/31/2014,Email,AA,4,4,27493.12697,3,10829.72376,3,10829.72376
8/31/2014,Email,B,7,7,25853.44965,2,21114.44328,2,21114.44328
8/31/2014,Email,C,14,14,14356.11749,7,10284.24525,4,7248.188203
8/31/2014,Email,D,8,8,18747.65667,7,14640.76575,6,13581.06999
8/31/2014,Email,E,2,2,5997.001999,0,NULL,0,NULL
8/31/2014,Email,HR,1,1,3996.004995,1,3996.004995,1,3996.004995
8/31/2014,Email,N/A,148,54,18277.43933,0,NULL,0,NULL
8/31/2014,OC,N/A,21,3,7664.112296,0,NULL,0,NULL
8/31/2014,Partner,A,35,35,26299.24862,23,14685.53545,13,14735.94347
8/31/2014,Partner,AA,21,21,23713.15656,14,14220.12721,13,12960.54157
8/31/2014,Partner,B,36,36,17888.39202,19,11137.51913,14,11758.01736
8/31/2014,Partner,C,24,24,16874.29695,11,10635.39687,9,9110.098989
8/31/2014,Partner,D,10,10,14698.53025,5,7598.480504,4,9997.500875
8/31/2014,Partner,E,11,11,6726.661304,7,5213.541066,4,6123.469383
8/31/2014,Partner,N/A,1061,358,18363.0772,0,NULL,0,NULL
9/1/2014,Digital,A,8,8,23622.04737,5,11847.63067,5,11847.63067
9/1/2014,Digital,AA,3,3,29990.00367,1,9990.010989,1,9990.010989
9/1/2014,Digital,B,14,14,21784.15835,10,15348.46525,8,16685.41445
9/1/2014,Digital,C,12,12,19915.00717,7,16426.22497,6,15497.41726
9/1/2014,Digital,D,10,10,18498.15028,9,17164.75958,7,16783.31681
9/1/2014,Digital,E,12,12,7832.680693,7,5142.122697,6,5332.444759
9/1/2014,Digital,N/A,168,62,17854.55075,0,NULL,0,NULL
9/1/2014,Direct Mail,A,33,33,21484.19748,20,17219.13909,13,15306.51496
9/1/2014,Direct Mail,AA,14,14,23712.59203,7,12569.63305,5,11597.68066
9/1/2014,Direct Mail,B,33,33,24423.50235,24,18799.21674,17,17422.50462
9/1/2014,Direct Mail,C,28,28,18785.04343,18,14138.10349,15,14432.37124
9/1/2014,Direct Mail,D,20,20,15199.24009,14,12363.40269,9,8010.221198
9/1/2014,Direct Mail,E,1,1,9990.010989,0,NULL,0,NULL
9/1/2014,Direct Mail,N/A,214,88,18999.7841,0,NULL,0,NULL
9/1/2014,DirectToSite,A,31,31,23837.94074,19,16483.34303,13,14552.72679
9/1/2014,DirectToSite,AA,13,13,27959.38782,9,15983.77969,8,14481.93988
9/1/2014,DirectToSite,B,28,28,21555.65876,19,14472.92253,16,14311.60559
9/1/2014,DirectToSite,C,33,33,20272.68874,23,14836.31151,18,13735.34809
9/1/2014,DirectToSite,D,22,22,17590.10959,13,12768.24867,10,13798.62024
9/1/2014,DirectToSite,E,9,9,6221.531052,3,5331.556481,2,3998.001499
9/1/2014,DirectToSite,HR,2,2,3998.001499,2,3998.001499,1,3996.004995
9/1/2014,DirectToSite,N/A,618,154,17266.12166,0,NULL,0,NULL
9/1/2014,Email,A,8,8,21497.31296,7,11569.77589,4,12246.93852
9/1/2014,Email,AA,1,1,11988.01299,0,NULL,0,NULL
9/1/2014,Email,B,15,15,20145.32371,8,12404.69954,8,12404.69954
9/1/2014,Email,C,12,12,20931.58912,8,13685.7894,7,13498.07185
9/1/2014,Email,D,7,7,14912.15555,7,10998.42894,6,11164.80603
9/1/2014,Email,E,4,4,10247.43839,3,10329.89037,3,5331.556481
9/1/2014,Email,N/A,104,29,17982.13858,0,NULL,0,NULL
9/1/2014,OC,A,1,1,34965.03596,0,NULL,0,NULL
9/1/2014,OC,AA,1,1,9990.010989,1,4295.705295,0,NULL
9/1/2014,OC,B,1,1,34965.03596,1,19980.02098,1,19980.02098
9/1/2014,OC,N/A,24,3,16327.89104,0,NULL,0,NULL
9/1/2014,Partner,A,79,79,21594.66337,56,14557.36506,44,13891.20704
9/1/2014,Partner,AA,38,38,23288.86085,26,13174.49333,20,12814.35933
9/1/2014,Partner,B,55,55,18272.39507,34,12646.68689,24,11062.03912
9/1/2014,Partner,C,49,49,16469.05167,35,9892.688809,23,9462.806008
9/1/2014,Partner,D,19,19,13525.60397,12,13832.18073,8,10498.68779
9/1/2014,Partner,E,17,17,6764.308041,11,5408.599309,7,5142.122697
9/1/2014,Partner,HR,1,1,3996.004995,1,3996.004995,1,3996.004995
9/1/2014,Partner,N/A,1410,493,17985.76474,0,NULL,0,NULL
9/2/2014,Digital,A,10,10,22797.72033,6,12472.92135,4,12546.86353
9/2/2014,Digital,AA,7,7,26339.09456,5,15496.90082,3,12929.02399
9/2/2014,Digital,B,25,25,22339.10648,13,14772.4022,9,13560.27119
9/2/2014,Digital,C,28,28,21195.67162,19,15788.64276,13,15729.55934
9/2/2014,Digital,D,16,16,17311.4181,10,12448.75522,6,10831.52825
9/2/2014,Digital,E,7,7,5142.122697,5,3699.260348,5,3699.260348
9/2/2014,Digital,HR,2,2,9495.252874,2,2998.501249,1,3996.004995
9/2/2014,Digital,N/A,264,80,16712.29111,0,NULL,0,NULL
9/2/2014,Direct Mail,A,66,66,20393.63041,53,14805.38105,39,14196.21448
9/2/2014,Direct Mail,AA,19,19,26261.77575,16,14280.35754,11,13998.72748
9/2/2014,Direct Mail,B,67,67,23268.30944,46,19209.36351,30,17887.73478
9/2/2014,Direct Mail,C,51,51,19195.70206,41,17048.3647,29,15827.04048
9/2/2014,Direct Mail,D,26,26,14499.44237,18,11416.0325,10,11748.82522
9/2/2014,Direct Mail,E,4,4,8247.938265,2,4997.501749,2,4997.501749
9/2/2014,Direct Mail,N/A,446,180,16711.01828,0,NULL,0,NULL
9/2/2014,DirectToSite,A,35,35,22542.21311,24,12454.06446,17,10746.42674
9/2/2014,DirectToSite,AA,23,23,27216.20803,14,15748.87515,12,13957.17032
9/2/2014,DirectToSite,B,37,37,21564.28207,16,14905.31848,14,14391.82923
9/2/2014,DirectToSite,C,56,56,19174.65761,42,13754.43444,31,13312.47382
9/2/2014,DirectToSite,D,30,30,15886.13716,16,10843.07237,12,10374.13557
9/2/2014,DirectToSite,E,10,10,4999.50015,6,4332.611398,5,4399.120376
9/2/2014,DirectToSite,HR,3,3,3998.667444,3,3248.917361,3,3248.917361
9/2/2014,DirectToSite,N/A,911,192,17140.53573,0,NULL,0,NULL
9/2/2014,Email,A,14,14,23891.1507,10,15348.46525,8,15060.61755
9/2/2014,Email,B,9,9,26585.93501,4,15246.1887,4,15246.1887
9/2/2014,Email,C,13,13,20290.74694,10,16308.36926,7,17297.52907
9/2/2014,Email,D,7,7,15712.04128,5,10397.92062,2,13493.25387
9/2/2014,Email,E,3,3,5998.001,3,5998.001,2,6996.502249
9/2/2014,Email,HR,2,2,3998.001499,2,3998.001499,2,3998.001499
9/2/2014,Email,N/A,106,36,16805.08878,0,NULL,0,NULL
9/2/2014,OC,A,1,1,34965.03596,0,NULL,0,NULL
9/2/2014,OC,B,1,1,9990.010989,0,NULL,0,NULL
9/2/2014,OC,C,2,2,15042.47926,1,24975.02597,0,NULL
9/2/2014,OC,D,1,1,24975.02597,1,19980.02098,0,NULL
9/2/2014,OC,N/A,51,10,15798.42026,0,NULL,0,NULL
9/2/2014,Partner,A,92,92,21543.24411,58,12061.36103,34,11509.1027
9/2/2014,Partner,AA,56,56,24606.70347,38,11720.61264,29,12995.93121
9/2/2014,Partner,B,89,89,21808.74373,60,16041.39933,48,17551.71769
9/2/2014,Partner,C,87,87,18195.19317,60,12038.13271,48,11762.25497
9/2/2014,Partner,D,32,32,18280.67876,19,13335.61397,13,14060.45696
9/2/2014,Partner,E,31,31,7806.199832,20,5794.710314,13,4615.02969
9/2/2014,Partner,HR,2,2,3998.001499,2,3998.001499,0,NULL
9/2/2014,Partner,N/A,2126,693,17875.87608,0,NULL,0,NULL
9/3/2014,Digital,A,21,21,24194.08604,16,13961.62746,9,13765.13732
9/3/2014,Digital,AA,3,3,22325.8917,3,17327.55781,2,15992.0045
9/3/2014,Digital,B,22,22,22953.50216,15,14532.36458,14,13570.45932
9/3/2014,Digital,C,30,30,21099.29672,22,17590.10959,14,17177.34455
9/3/2014,Digital,D,11,11,18634.66967,8,17060.36758,6,16580.57007
9/3/2014,Digital,E,10,10,7399.260174,9,5388.290301,6,4082.653058
9/3/2014,Digital,HR,1,1,3996.004995,1,2997.003996,1,2997.003996
9/3/2014,Digital,N/A,247,74,18229.4834,0,NULL,0,NULL
9/3/2014,Direct Mail,A,52,52,21345.74337,40,14724.63191,30,14982.83394
9/3/2014,Direct Mail,AA,24,24,26123.91155,19,14867.6386,11,13271.52086
9/3/2014,Direct Mail,B,68,68,20896.75153,53,16609.1206,38,16091.68182
9/3/2014,Direct Mail,C,52,52,17538.12429,31,14709.20296,22,14908.4133
9/3/2014,Direct Mail,D,20,20,11849.40758,13,10037.68949,9,9054.549606
9/3/2014,Direct Mail,E,7,7,8284.530924,5,6898.620476,2,9745.127936
9/3/2014,Direct Mail,N/A,465,161,19496.77332,0,NULL,0,NULL
9/3/2014,DirectToSite,A,40,40,24374.39067,24,15002.91659,21,15860.43526
9/3/2014,DirectToSite,AA,27,27,27550.83149,21,14290.27194,13,16229.52088
9/3/2014,DirectToSite,B,59,59,21747.08905,41,14543.54774,35,14265.30673
9/3/2014,DirectToSite,C,44,44,21340.4241,32,14094.90332,20,15476.77621
9/3/2014,DirectToSite,D,38,38,16394.30544,18,14804.73313,15,14232.38457
9/3/2014,DirectToSite,E,14,14,9856.438897,10,6579.342166,7,5970.575775
9/3/2014,DirectToSite,HR,1,1,3996.004995,1,2347.653347,1,2347.653347
9/3/2014,DirectToSite,N/A,936,197,18465.89612,0,NULL,0,NULL
9/3/2014,Email,A,5,5,29994.0014,3,19660.11363,3,19660.11363
9/3/2014,Email,AA,3,3,19993.33589,2,8995.502749,2,8995.502749
9/3/2014,Email,B,16,16,19617.52397,14,16463.10985,10,16648.33527
9/3/2014,Email,C,8,8,20109.98638,5,12597.4807,3,13662.11296
9/3/2014,Email,D,6,6,13497.75054,5,11397.72066,4,8247.938265
9/3/2014,Email,E,4,4,3999.0005,2,3998.001499,2,3998.001499
9/3/2014,Email,HR,1,1,3996.004995,1,3996.004995,0,NULL
9/3/2014,Email,N/A,71,26,16061.61305,0,NULL,0,NULL
9/3/2014,OC,A,7,7,29281.53135,7,12212.54121,5,10097.9806
9/3/2014,OC,AA,2,2,24987.50675,1,19980.02098,1,19980.02098
9/3/2014,OC,B,3,3,16661.1133,2,7246.377311,1,2497.503497
9/3/2014,OC,C,2,2,10494.75312,2,9245.377811,1,14985.01598
9/3/2014,OC,D,2,2,12493.75362,1,9990.010989,0,NULL
9/3/2014,OC,E,1,1,9990.010989,1,9990.010989,1,9990.010989
9/3/2014,OC,N/A,60,13,18075.53273,0,NULL,0,NULL
9/3/2014,Partner,A,109,109,23229.1447,79,13624.87818,56,12087.55203
9/3/2014,Partner,AA,48,48,22457.86548,32,13644.0424,21,10741.29808
9/3/2014,Partner,B,75,75,21359.71522,55,16090.63473,34,15381.92997
9/3/2014,Partner,C,97,97,19164.75089,66,12483.86662,47,12742.30338
9/3/2014,Partner,D,44,44,17022.34042,23,13671.57954,14,12910.50646
9/3/2014,Partner,E,25,25,6999.720051,19,6341.24525,13,5460.349281
9/3/2014,Partner,HR,2,2,3998.001499,2,3998.001499,2,3998.001499
9/3/2014,Partner,N/A,2101,714,17648.43467,0,NULL,0,NULL
9/4/2014,Digital,A,8,8,23622.04737,5,8338.332533,4,9047.738315
9/4/2014,Digital,AA,3,3,30323.22592,2,11244.37831,2,11244.37831
9/4/2014,Digital,B,8,8,17747.78165,5,8918.216557,5,8918.216557
9/4/2014,Digital,C,14,14,19827.15527,12,13590.53421,8,11761.03
9/4/2014,Digital,D,11,11,20179.98373,9,16998.11143,6,14664.2228
9/4/2014,Digital,E,6,6,6832.194801,3,7664.112296,3,3998.667444
9/4/2014,Digital,N/A,224,65,16830.51032,0,NULL,0,NULL
9/4/2014,Direct Mail,A,62,62,23435.1059,38,18117.94429,25,16599.33607
9/4/2014,Direct Mail,AA,13,13,25151.91147,10,15698.43026,7,17283.24539
9/4/2014,Direct Mail,B,45,45,20810.64867,29,16454.60505,24,16965.95979
9/4/2014,Direct Mail,C,44,44,18226.8585,28,15963.71562,22,14362.98355
9/4/2014,Direct Mail,D,14,14,16498.82158,10,16648.33527,7,16354.8066
9/4/2014,Direct Mail,E,4,4,8997.750812,2,6996.502249,1,3996.004995
9/4/2014,Direct Mail,N/A,426,154,17344.04323,0,NULL,0,NULL
9/4/2014,DirectToSite,A,31,31,24515.33825,18,14304.7609,12,11707.3578
9/4/2014,DirectToSite,AA,18,18,28581.74551,14,16255.98179,8,19310.08636
9/4/2014,DirectToSite,B,55,55,23863.20251,36,18246.7154,22,17140.13004
9/4/2014,DirectToSite,C,54,54,19547.78617,42,14559.17719,27,14184.65986
9/4/2014,DirectToSite,D,26,26,16922.4261,19,11709.91006,13,11383.73979
9/4/2014,DirectToSite,E,15,15,6532.897873,8,5249.343957,5,4799.040392
9/4/2014,DirectToSite,HR,3,3,3998.667444,3,3498.834055,3,3498.834055
9/4/2014,DirectToSite,N/A,832,195,17862.98532,0,NULL,0,NULL
9/4/2014,Email,A,8,8,19460.06762,4,12496.87603,4,12496.87603
9/4/2014,Email,AA,2,2,30084.95802,2,17491.25487,1,19980.02098
9/4/2014,Email,B,5,5,16596.68086,4,14246.43864,3,14995.002
9/4/2014,Email,C,9,9,18220.19787,5,12397.5207,4,9247.688328
9/4/2014,Email,D,4,4,12996.75106,3,10996.33489,3,10663.11263
9/4/2014,Email,E,1,1,9990.010989,1,9990.010989,0,NULL
9/4/2014,Email,N/A,51,13,19998.46173,0,NULL,0,NULL
9/4/2014,OC,A,1,1,34965.03596,0,NULL,0,NULL
9/4/2014,OC,B,3,3,20659.78041,2,21989.006,1,34965.03596
9/4/2014,OC,C,2,2,23988.0065,2,20989.50575,2,20989.50575
9/4/2014,OC,E,1,1,3996.004995,1,3996.004995,1,3996.004995
9/4/2014,OC,N/A,50,7,16140.55149,0,NULL,0,NULL
9/4/2014,Partner,A,101,101,22069.09834,69,13807.53904,46,13925.43643
9/4/2014,Partner,AA,43,43,25580.80047,33,14578.83097,20,14069.29659
9/4/2014,Partner,B,96,96,22437.26629,64,16551.72577,45,16640.23024
9/4/2014,Partner,C,60,60,18099.69836,42,14563.93898,28,13970.92965
9/4/2014,Partner,D,41,41,17194.70259,33,14080.99758,20,10183.84086
9/4/2014,Partner,E,36,36,7166.467626,24,6708.053873,14,6785.229698
9/4/2014,Partner,HR,3,3,3332.222926,3,3332.222926,3,3332.222926
9/4/2014,Partner,N/A,1852,624,18180.57984,0,NULL,0,NULL
9/5/2014,Digital,A,14,14,27505.17827,8,19997.50044,7,19997.14341
9/5/2014,Digital,AA,6,6,32211.29828,5,13397.32074,3,11662.77941
9/5/2014,Digital,B,22,22,24044.36167,11,20043.63249,10,19548.0453
9/5/2014,Digital,C,16,16,20186.23842,10,16978.30227,5,15156.96881
9/5/2014,Digital,D,11,11,17452.95891,8,12873.39095,5,13797.24075
9/5/2014,Digital,E,8,8,5374.328334,2,9495.252874,2,3998.001499
9/5/2014,Digital,N/A,214,78,15845.95071,0,NULL,0,NULL
9/5/2014,Direct Mail,A,63,63,23317.09022,43,15999.62794,25,16199.35207
9/5/2014,Direct Mail,AA,19,19,25419.7148,14,12927.6481,11,12544.31424
9/5/2014,Direct Mail,B,56,56,21142.47962,36,15182.93939,30,15336.18883
9/5/2014,Direct Mail,C,43,43,18767.00544,29,16620.11658,20,17049.14759
9/5/2014,Direct Mail,D,15,15,18598.76015,13,15229.5978,6,14330.94501
9/5/2014,Direct Mail,E,3,3,11662.77941,3,10996.33489,2,8995.502749
9/5/2014,Direct Mail,N/A,350,137,17831.98664,0,NULL,0,NULL
9/5/2014,DirectToSite,A,25,25,23419.06328,15,13799.08013,11,13907.82665
9/5/2014,DirectToSite,AA,14,14,27469.46654,11,12271.61176,6,11831.36161
9/5/2014,DirectToSite,B,50,50,23997.52007,33,15226.81134,25,13719.45126
9/5/2014,DirectToSite,C,47,47,19263.41995,27,14388.35602,16,15186.5509
9/5/2014,DirectToSite,D,33,33,17181.29757,23,16368.85357,17,17528.38074
9/5/2014,DirectToSite,E,16,16,6749.578214,12,6132.822348,12,5782.851512
9/5/2014,DirectToSite,HR,1,1,3996.004995,1,1998.002997,0,NULL
9/5/2014,DirectToSite,N/A,773,193,17320.11752,0,NULL,0,NULL
9/5/2014,Email,A,1,1,34965.03596,0,NULL,0,NULL
9/5/2014,Email,AA,1,1,34965.03596,1,17982.01898,1,17982.01898
9/5/2014,Email,B,4,4,19495.12647,4,14746.31367,3,13662.11296
9/5/2014,Email,C,2,2,24987.50675,1,9990.010989,1,9990.010989
9/5/2014,Email,D,3,3,16661.1133,1,9990.010989,1,9990.010989
9/5/2014,Email,E,1,1,9990.010989,1,9990.010989,1,9990.010989
9/5/2014,Email,N/A,46,17,15822.59873,0,NULL,0,NULL
9/5/2014,OC,A,4,4,27993.002,3,19326.89137,2,18990.50525
9/5/2014,OC,AA,2,2,29985.008,2,8235.882559,2,8235.882559
9/5/2014,OC,B,4,4,25743.56436,3,12162.6128,2,11244.37831
9/5/2014,OC,C,1,1,31968.03297,1,12542.45854,1,12542.45854
9/5/2014,OC,D,2,2,14992.50425,2,13993.004,1,9990.010989
9/5/2014,OC,N/A,53,8,16122.98475,0,NULL,0,NULL
9/5/2014,Partner,A,64,64,23501.99217,45,14152.17442,31,12293.50669
9/5/2014,Partner,AA,41,41,24267.70081,27,13780.41558,18,13515.08255
9/5/2014,Partner,B,68,68,21323.21585,46,14209.2096,35,13431.78312
9/5/2014,Partner,C,73,73,18657.27868,41,12836.27231,23,14895.00461
9/5/2014,Partner,D,39,39,16332.91457,28,11874.57594,21,9618.589639
9/5/2014,Partner,E,29,29,8241.095169,14,6997.71452,12,6789.017665
9/5/2014,Partner,HR,1,1,3996.004995,1,3996.004995,0,NULL
9/5/2014,Partner,N/A,1647,515,19196.07923,0,NULL,0,NULL
9/6/2014,Digital,A,8,8,24959.3802,6,12914.51441,3,12495.83505
9/6/2014,Digital,AA,5,5,23295.34113,4,10247.43839,3,11996.00167
9/6/2014,Digital,B,22,22,22803.50898,15,10075.995,9,10887.67926
9/6/2014,Digital,C,11,11,15998.54568,7,16354.8066,6,17080.48675
9/6/2014,Digital,D,9,9,15109.4324,5,14797.04079,5,14797.04079
9/6/2014,Digital,E,2,2,3998.001499,2,2998.501249,2,2998.501249
9/6/2014,Digital,HR,1,1,3996.004995,0,NULL,0,NULL
9/6/2014,Digital,N/A,180,56,17303.26246,0,NULL,0,NULL
9/6/2014,Direct Mail,A,46,46,22325.60164,37,15284.07343,23,15891.74388
9/6/2014,Direct Mail,AA,16,16,27748.2658,12,15982.00158,11,16071.26634
9/6/2014,Direct Mail,B,38,38,21157.33799,25,16859.32567,15,20231.9846
9/6/2014,Direct Mail,C,36,36,20082.77551,23,15847.13712,16,15561.52747
9/6/2014,Direct Mail,D,8,8,11623.54718,7,10284.24525,2,7996.002499
9/6/2014,Direct Mail,N/A,239,103,18019.24254,0,NULL,0,NULL
9/6/2014,DirectToSite,A,20,20,22588.87061,13,16829.47473,11,17271.15726
9/6/2014,DirectToSite,AA,9,9,32651.92767,7,16997.57192,5,14797.04079
9/6/2014,DirectToSite,B,16,16,24510.96813,10,17498.25027,9,18664.59293
9/6/2014,DirectToSite,C,23,23,20142.60254,14,14856.08178,11,13271.52086
9/6/2014,DirectToSite,D,18,18,14221.4322,10,12498.75022,7,11141.26568
9/6/2014,DirectToSite,E,11,11,6999.363785,5,8798.240552,4,8497.875781
9/6/2014,DirectToSite,HR,4,4,3999.0005,3,3998.667444,3,3998.667444
9/6/2014,DirectToSite,N/A,499,115,17499.84784,0,NULL,0,NULL
9/6/2014,Email,A,1,1,24975.02597,1,4995.005994,1,4995.005994
9/6/2014,Email,B,3,3,25991.33655,0,NULL,0,NULL
9/6/2014,Email,C,4,4,23994.00175,2,16491.75462,2,16491.75462
9/6/2014,Email,D,2,2,19990.0055,1,14985.01598,0,NULL
9/6/2014,Email,E,1,1,3996.004995,1,2997.003996,1,2997.003996
9/6/2014,Email,N/A,14,2,18990.50525,0,NULL,0,NULL
9/6/2014,OC,C,3,3,15994.66878,3,11996.00167,1,7992.008991
9/6/2014,OC,N/A,19,4,28742.81455,0,NULL,0,NULL
9/6/2014,Partner,A,56,56,20463.9203,34,14011.74439,26,11442.37995
9/6/2014,Partner,AA,36,36,25360.40668,28,12660.26217,20,12324.38383
9/6/2014,Partner,B,45,45,23421.70176,30,16863.17126,21,15823.62749
9/6/2014,Partner,C,59,59,18847.1382,44,12977.34145,30,13188.42709
9/6/2014,Partner,D,22,22,12681.24181,10,7199.280172,4,6748.313172
9/6/2014,Partner,E,19,19,7946.950213,14,6085.279694,10,6349.365163
9/6/2014,Partner,HR,1,1,3996.004995,0,NULL,0,NULL
9/6/2014,Partner,N/A,1312,452,17334.03245,0,NULL,0,NULL
9/7/2014,Digital,A,11,11,26206.70857,6,11585.73588,5,10703.05959
9/7/2014,Digital,AA,2,2,34982.50925,1,19980.02098,0,NULL
9/7/2014,Digital,B,10,10,25747.42536,4,19870.03274,4,19870.03274
9/7/2014,Digital,C,8,8,22497.18798,7,14426.51064,5,13397.32074
9/7/2014,Digital,D,10,10,21697.83032,5,17396.5209,4,18745.31392
9/7/2014,Digital,E,2,2,9495.252874,2,6496.752124,0,NULL
9/7/2014,Digital,N/A,133,45,15344.10349,0,NULL,0,NULL
9/7/2014,Direct Mail,A,30,30,21399.28672,20,14524.27384,12,14248.81268
9/7/2014,Direct Mail,AA,10,10,29197.08039,6,17538.74371,6,17538.74371
9/7/2014,Direct Mail,B,33,33,25271.96149,23,19520.89044,17,19057.70255
9/7/2014,Direct Mail,C,21,21,19189.56245,11,13607.85392,9,11409.84346
9/7/2014,Direct Mail,D,9,9,15553.82746,7,14997.85759,6,13331.11165
9/7/2014,Direct Mail,E,1,1,9990.010989,1,3996.004995,1,3996.004995
9/7/2014,Direct Mail,N/A,167,73,20164.10735,0,NULL,0,NULL
9/7/2014,DirectToSite,A,19,19,24788.1691,9,18442.3954,7,18283.10256
9/7/2014,DirectToSite,AA,5,5,20395.92102,4,11247.18845,4,11247.18845
9/7/2014,DirectToSite,B,27,27,21906.59609,21,16032.56993,17,16216.69319
