TimeLine,ChannelCode,RiskRating,Applications,Approvals,AvgApprovalAmount,Listings,AvgListingsAmount,Loans,AvgLoanAmount
12/17/2015,DirectToSite,B,24,24,14857.75597,20,14129.29359,16,13917.88019
12/17/2015,DirectToSite,C,34,34,13734.89018,26,14757.12476,20,15034.24834
12/17/2015,DirectToSite,D,17,17,13769.36657,13,15202.67679,11,13562.40351
12/17/2015,DirectToSite,E,15,15,9566.028998,11,9453.686119,9,10665.48172
12/17/2015,DirectToSite,HR,14,14,7142.347047,10,6019.39816,8,5149.356455
12/17/2015,DirectToSite,N/A,1516,391,13410.201,0,NULL,0,NULL
12/17/2015,Email,A,34,34,13402.54701,26,12738.01011,23,12182.12256
12/17/2015,Email,AA,21,21,16875.38693,17,13493.3828,16,13586.71339
12/17/2015,Email,B,37,37,15464.44693,24,13874.42194,19,14578.18015
12/17/2015,Email,C,47,47,14416.71456,29,12858.17734,24,12161.99329
12/17/2015,Email,D,16,16,8793.200487,12,7391.050829,10,6869.313169
12/17/2015,Email,E,17,17,7617.199047,13,7201.369202,10,6511.848915
12/17/2015,Email,HR,4,4,8497.875781,2,11244.37831,2,7496.252374
12/17/2015,Email,N/A,397,238,15057.0838,0,NULL,0,NULL
12/17/2015,OC,A,4,4,12621.84479,2,11494.25337,2,11494.25337
12/17/2015,OC,AA,3,3,15994.66878,3,6331.223259,2,5497.251874
12/17/2015,OC,B,8,8,14233.93088,7,15095.79789,6,14611.84486
12/17/2015,OC,C,8,8,15185.60192,8,14685.66442,7,15069.27596
12/17/2015,OC,D,8,8,10536.1831,4,6498.375656,3,5831.38987
12/17/2015,OC,E,3,3,9663.445851,3,9663.445851,3,9663.445851
12/17/2015,OC,HR,1,1,4995.005994,0,NULL,0,NULL
12/17/2015,OC,N/A,134,24,10993.08366,0,NULL,0,NULL
12/17/2015,Partner,A,99,99,16784.92137,74,14133.56578,51,13664.39876
12/17/2015,Partner,AA,34,34,17611.24676,24,13341.15249,20,14484.32583
12/17/2015,Partner,B,94,94,16029.20183,64,15541.63218,43,13960.14049
12/17/2015,Partner,C,122,122,15335.12841,83,14476.93402,60,13259.77902
12/17/2015,Partner,D,43,43,12383.99109,31,11122.28641,23,11599.58267
12/17/2015,Partner,E,32,32,8359.113809,26,7522.787624,21,7552.02138
12/17/2015,Partner,HR,15,15,5432.971202,10,4349.565143,9,4610.598933
12/17/2015,Partner,N/A,4110,1392,16598.03334,0,NULL,0,NULL
12/18/2015,Digital,A,30,30,14910.56968,23,13555.97587,19,14041.41893
12/18/2015,Digital,AA,9,9,12331.96323,7,10427.08199,4,10247.43839
12/18/2015,Digital,B,31,31,17028.48298,22,13863.00627,16,14249.10949
12/18/2015,Digital,C,32,32,15037.06137,22,16126.53975,16,14424.09856
12/18/2015,Digital,D,19,19,13683.4904,15,13732.41791,14,13070.49504
12/18/2015,Digital,E,15,15,7966.135658,10,6249.375162,8,4686.914261
12/18/2015,Digital,HR,8,8,5611.923635,7,5627.910441,6,5899.183636
12/18/2015,Digital,N/A,451,142,14614.72103,0,NULL,0,NULL
12/18/2015,Direct Mail,A,131,131,17846.43629,89,16902.05729,72,15302.56526
12/18/2015,Direct Mail,AA,77,77,18206.25707,58,14665.26441,43,15176.39127
12/18/2015,Direct Mail,B,150,150,17741.88839,115,17714.64597,88,16821.4225
12/18/2015,Direct Mail,C,175,175,15813.62964,117,14080.13608,90,14037.51071
12/18/2015,Direct Mail,D,96,96,13493.6407,70,12509.84987,54,12068.31357
12/18/2015,Direct Mail,E,97,97,8716.404996,77,8438.87743,60,8214.879769
12/18/2015,Direct Mail,HR,41,41,4560.864394,29,4558.463536,21,4271.225227
12/18/2015,Direct Mail,N/A,1654,731,13264.78623,0,NULL,0,NULL
12/18/2015,DirectToSite,A,20,20,13155.84226,16,13369.16449,15,12927.13826
12/18/2015,DirectToSite,AA,14,14,17663.02414,11,13126.07954,9,12820.7978
12/18/2015,DirectToSite,B,15,15,14845.67702,13,15191.13922,10,14748.52525
12/18/2015,DirectToSite,C,33,33,14328.0507,27,15543.90582,22,15599.33644
12/18/2015,DirectToSite,D,21,21,12613.68511,15,12892.4739,11,13862.37624
12/18/2015,DirectToSite,E,5,5,11997.60068,5,10497.90062,3,10496.5015
12/18/2015,DirectToSite,HR,5,5,7498.5005,5,7498.5005,3,7497.501166
12/18/2015,DirectToSite,N/A,1340,348,12831.02635,0,NULL,0,NULL
12/18/2015,Email,A,22,22,13490.29594,18,12743.73651,15,13432.4379
12/18/2015,Email,AA,15,15,14939.00413,11,13762.38533,9,14220.64226
12/18/2015,Email,B,25,25,17387.30455,18,17421.25443,12,19340.05508
12/18/2015,Email,C,29,29,15437.39874,20,13709.31458,14,12941.93279
12/18/2015,Email,D,12,12,14082.1599,8,13123.35971,5,15196.96081
12/18/2015,Email,E,6,6,5332.444759,2,5247.376812,2,5247.376812
12/18/2015,Email,HR,3,3,8830.390203,3,5164.945352,2,4497.751624
12/18/2015,Email,N/A,210,118,14958.80544,0,NULL,0,NULL
12/18/2015,OC,A,4,4,9352.662084,4,8852.787053,3,8470.510163
12/18/2015,OC,AA,3,3,9496.834722,2,7096.452274,2,7096.452274
12/18/2015,OC,B,7,7,16526.21068,7,15812.027,6,14414.26446
12/18/2015,OC,C,7,7,16783.31681,4,13746.56361,2,11494.25337
12/18/2015,OC,D,4,4,9572.607098,4,16845.7888,1,7392.608392
12/18/2015,OC,HR,4,4,5498.625594,2,6246.877061,1,4995.005994
12/18/2015,OC,N/A,132,29,10585.8419,0,NULL,0,NULL
12/18/2015,Partner,A,67,67,16711.55656,37,14315.58609,26,12064.57448
12/18/2015,Partner,AA,37,37,15037.43145,24,11841.17333,15,12645.82368
12/18/2015,Partner,B,78,78,15417.75107,57,14962.89541,34,14167.2304
12/18/2015,Partner,C,93,93,13933.67814,57,13862.9147,34,13117.26129
12/18/2015,Partner,D,45,45,12390.858,34,12987.88274,24,13899.46256
12/18/2015,Partner,E,27,27,7018.25862,21,7547.259702,17,7293.688665
12/18/2015,Partner,HR,16,16,5749.64071,12,5582.868178,9,5943.784135
12/18/2015,Partner,N/A,3392,1100,15096.03391,0,NULL,0,NULL
12/19/2015,Digital,A,10,10,15348.46525,6,15914.0145,4,17495.62634
12/19/2015,Digital,AA,8,8,23740.78253,6,17897.01733,3,20793.06931
12/19/2015,Digital,B,20,20,19044.09785,14,16277.48025,10,16848.31527
12/19/2015,Digital,C,25,25,11327.54694,19,11667.80701,14,11799.15727
12/19/2015,Digital,D,14,14,14877.50882,8,12998.37533,4,10247.43839
12/19/2015,Digital,E,8,8,6311.711161,4,3624.094226,3,3998.667444
12/19/2015,Digital,HR,7,7,5070.704328,6,4999.166972,4,4623.844289
12/19/2015,Digital,N/A,321,92,13456.37549,0,NULL,0,NULL
12/19/2015,Direct Mail,A,89,89,18666.37455,63,16321.96316,49,15679.27187
12/19/2015,Direct Mail,AA,35,35,20226.27928,23,16490.58741,21,15442.12185
12/19/2015,Direct Mail,B,92,92,19540.00501,61,18401.3377,44,18283.67539
12/19/2015,Direct Mail,C,125,125,16096.99923,85,14899.82472,69,14586.74513
12/19/2015,Direct Mail,D,64,64,15171.63796,41,14499.64637,31,14402.76123
12/19/2015,Direct Mail,E,76,76,8989.368574,60,8253.212463,41,8358.357138
12/19/2015,Direct Mail,HR,26,26,5192.108034,23,5064.997218,21,5214.037474
12/19/2015,Direct Mail,N/A,1455,640,14262.95115,0,NULL,0,NULL
12/19/2015,DirectToSite,A,10,10,13848.61524,8,15935.50819,7,15354.94944
12/19/2015,DirectToSite,AA,10,10,9479.052195,8,11623.54718,8,11623.54718
12/19/2015,DirectToSite,B,14,14,14370.40219,9,11132.09654,9,10576.60271
12/19/2015,DirectToSite,C,20,20,12919.40408,14,13241.91136,11,10853.55886
12/19/2015,DirectToSite,D,14,14,10220.69859,9,11426.50828,7,10584.2024
12/19/2015,DirectToSite,E,6,6,11748.04216,3,7330.890037,2,4997.501749
12/19/2015,DirectToSite,HR,2,2,7496.252374,2,7496.252374,1,7492.508492
12/19/2015,DirectToSite,N/A,904,206,12490.23549,0,NULL,0,NULL
12/19/2015,Email,A,21,21,17970.57288,16,17148.92825,16,15892.81926
12/19/2015,Email,AA,7,7,16854.73518,7,15426.3678,6,15497.41726
12/19/2015,Email,B,11,11,17362.05809,7,16997.57192,2,17491.25487
12/19/2015,Email,C,23,23,10573.45337,14,11084.92258,10,8619.138186
12/19/2015,Email,D,17,17,14840.30357,11,14480.50186,8,11786.02687
12/19/2015,Email,E,7,7,8498.786031,4,7248.188203,3,8997.001333
12/19/2015,Email,HR,5,5,10597.88062,2,5747.126937,2,5747.126937
12/19/2015,Email,N/A,182,96,13283.20539,0,NULL,0,NULL
12/19/2015,OC,A,1,1,34965.03596,1,34965.03596,1,34965.03596
12/19/2015,OC,B,1,1,9990.010989,1,9990.010989,0,NULL
12/19/2015,OC,C,4,4,19720.32017,4,6248.43814,2,6996.502249
12/19/2015,OC,D,1,1,7771.22977,1,7771.22977,0,NULL
12/19/2015,OC,HR,2,2,6496.752124,1,3996.004995,0,NULL
12/19/2015,OC,N/A,67,12,14948.83768,0,NULL,0,NULL
12/19/2015,Partner,A,53,53,12822.3996,36,12610.76084,29,12827.14393
12/19/2015,Partner,AA,33,33,16898.94249,22,12634.97118,12,14248.81268
12/19/2015,Partner,B,52,52,18170.82366,37,17383.34102,29,17968.38044
12/19/2015,Partner,C,71,71,14302.61547,49,13330.34022,37,13383.4221
12/19/2015,Partner,D,26,26,11718.78009,18,11649.35287,14,11749.16085
12/19/2015,Partner,E,30,30,7766.441152,21,7623.44655,15,7106.192987
12/19/2015,Partner,HR,8,8,7624.047119,6,6698.883686,2,5347.326837
12/19/2015,Partner,N/A,2813,1018,15403.81296,0,NULL,0,NULL
12/20/2015,Digital,A,14,14,19684.30834,7,17568.91887,5,21195.76105
12/20/2015,Digital,AA,9,9,18564.60404,7,21011.28425,7,21011.28425
12/20/2015,Digital,B,12,12,18831.84743,7,20854.30667,5,16196.96081
12/20/2015,Digital,C,18,18,14360.31337,14,11892.00779,10,11548.84522
12/20/2015,Digital,D,6,6,15664.05616,2,16991.50475,1,3996.004995
12/20/2015,Digital,E,6,6,5249.125312,2,5997.001999,2,5997.001999
12/20/2015,Digital,HR,2,2,5747.126937,1,3996.004995,1,3996.004995
12/20/2015,Digital,N/A,248,71,14629.37143,0,NULL,0,NULL
12/20/2015,Direct Mail,A,70,70,19117.08406,49,17271.11694,42,17209.16171
12/20/2015,Direct Mail,AA,22,22,16790.14595,13,13968.15637,7,14369.37595
12/20/2015,Direct Mail,B,82,82,16987.59772,51,16291.85704,36,15566.26208
12/20/2015,Direct Mail,C,91,91,16005.31863,68,14301.26029,50,13849.72303
12/20/2015,Direct Mail,D,63,63,14441.04063,47,14286.93009,34,14396.63542
12/20/2015,Direct Mail,E,45,45,8939.845803,33,8496.742553,27,8903.411022
12/20/2015,Direct Mail,HR,23,23,5238.9027,19,4815.536077,18,4249.763958
12/20/2015,Direct Mail,N/A,1002,496,14318.92879,0,NULL,0,NULL
12/20/2015,DirectToSite,A,15,15,18865.40904,10,15248.47525,8,15435.57068
12/20/2015,DirectToSite,AA,8,8,12060.9925,7,9570.061563,6,9665.055991
12/20/2015,DirectToSite,B,15,15,15398.97347,11,12589.76466,11,12589.76466
12/20/2015,DirectToSite,C,21,21,17851.57854,16,17330.29192,13,18714.09899
12/20/2015,DirectToSite,D,7,7,9927.153407,4,10122.46963,3,10163.27924
12/20/2015,DirectToSite,E,7,7,9855.735038,6,7748.708715,4,7373.156961
12/20/2015,DirectToSite,HR,2,2,3248.376312,2,3248.376312,1,2497.503497
12/20/2015,DirectToSite,N/A,482,72,13688.69878,0,NULL,0,NULL
12/20/2015,Email,A,14,14,15634.74045,8,15448.06912,7,15940.58006
12/20/2015,Email,AA,10,10,15698.43026,7,12412.65548,6,13647.89218
12/20/2015,Email,B,10,10,10298.9702,4,9497.625844,3,10663.11263
12/20/2015,Email,C,12,12,11615.69878,7,15940.58006,7,14797.88616
12/20/2015,Email,D,10,10,14798.52025,8,17572.80352,8,16822.89726
12/20/2015,Email,E,9,9,10165.53727,5,6398.720456,3,7997.334555
12/20/2015,Email,HR,3,3,6497.834389,3,6497.834389,2,5997.001999
12/20/2015,Email,N/A,153,97,14242.13153,0,NULL,0,NULL
12/20/2015,OC,A,3,3,17461.34655,1,9253.747253,1,9253.747253
12/20/2015,OC,AA,1,1,1998.002997,1,1998.002997,0,NULL
12/20/2015,OC,B,3,3,11662.77941,3,10663.11263,2,11994.0035
12/20/2015,OC,C,4,4,12371.90727,2,11744.12844,1,8491.509491
12/20/2015,OC,N/A,53,9,11207.64371,0,NULL,0,NULL
12/20/2015,Partner,A,65,65,13856.57284,50,12973.56235,30,14372.55728
12/20/2015,Partner,AA,38,38,12127.41773,21,11969.38246,11,12407.963
12/20/2015,Partner,B,64,64,17765.34743,44,14863.29858,29,14154.68436
12/20/2015,Partner,C,69,69,14130.30247,52,12540.23963,43,13643.98505
12/20/2015,Partner,D,32,32,12449.64223,25,11955.56182,19,9994.263512
12/20/2015,Partner,E,24,24,8727.844715,18,8714.904783,11,9306.154077
12/20/2015,Partner,HR,5,5,4599.080384,1,4995.005994,0,NULL
12/20/2015,Partner,N/A,2629,924,15391.30153,0,NULL,0,NULL
12/21/2015,Digital,A,31,31,18741.33096,21,15570.68716,20,15599.22009
12/21/2015,Digital,AA,7,7,18925.86788,5,12017.59668,4,10022.49463
12/21/2015,Digital,B,33,33,15799.58186,25,14319.46726,19,12367.8228
12/21/2015,Digital,C,32,32,16611.98091,23,14460.2409,21,14265.98738
12/21/2015,Digital,D,16,16,13561.65246,14,13784.72973,10,11898.81022
12/21/2015,Digital,E,21,21,7952.002333,13,9422.352204,9,8610.154538
12/21/2015,Digital,HR,10,10,6849.315168,7,4285.102271,4,3874.031742
12/21/2015,Digital,N/A,451,123,12841.38341,0,NULL,0,NULL
12/21/2015,Direct Mail,A,137,137,18556.06894,101,16698.85448,79,16266.89537
12/21/2015,Direct Mail,AA,52,52,16383.06958,43,13055.85919,33,13157.63162
12/21/2015,Direct Mail,B,175,175,15424.38615,129,14513.74021,103,14308.46303
12/21/2015,Direct Mail,C,206,206,15522.6965,151,14423.09654,120,13653.23623
12/21/2015,Direct Mail,D,114,114,13270.945,85,11605.18113,67,10791.64492
12/21/2015,Direct Mail,E,140,140,8944.221834,116,7983.560495,92,7674.927457
12/21/2015,Direct Mail,HR,43,43,4676.63545,33,4278.658253,25,4239.830447
12/21/2015,Direct Mail,N/A,1689,735,13662.02903,0,NULL,0,NULL
12/21/2015,DirectToSite,A,25,25,14559.13767,20,11428.07865,15,11025.93167
12/21/2015,DirectToSite,AA,15,15,13579.09479,12,10482.45988,10,9849.015198
12/21/2015,DirectToSite,B,26,26,12945.65597,20,11544.42283,17,10464.09041
12/21/2015,DirectToSite,C,36,36,14641.25999,25,13987.44054,21,14556.44974
12/21/2015,DirectToSite,D,20,20,14214.28934,14,11884.86544,11,9853.649759
12/21/2015,DirectToSite,E,13,13,10922.23683,12,7941.005,11,7708.390237
12/21/2015,DirectToSite,HR,14,14,5642.454182,11,5635.851377,8,5311.836145
12/21/2015,DirectToSite,N/A,1579,472,13524.4544,0,NULL,0,NULL
12/21/2015,Email,A,19,19,14757.17073,10,15938.50625,10,15938.50625
12/21/2015,Email,AA,7,7,12255.39223,5,11657.66867,5,11657.66867
12/21/2015,Email,B,22,22,13499.43189,11,16180.34733,10,16298.37026
12/21/2015,Email,C,27,27,14129.10637,19,15130.78264,17,14675.60738
12/21/2015,Email,D,16,16,16336.47903,13,14883.47058,8,14685.66442
12/21/2015,Email,E,9,9,10665.48172,7,9784.316669,7,9784.316669
12/21/2015,Email,HR,3,3,5664.77874,3,5498.167611,2,4497.751624
12/21/2015,Email,N/A,162,74,13924.1632,0,NULL,0,NULL
12/21/2015,OC,A,9,9,11943.11754,7,8784.459506,6,9665.055991
12/21/2015,OC,AA,4,4,10247.43839,4,9997.500875,3,8997.001333
12/21/2015,OC,B,5,5,14222.15577,5,11597.68066,3,12829.05731
12/21/2015,OC,C,4,4,5998.500625,4,5998.500625,3,6331.223259
12/21/2015,OC,D,5,5,8798.240552,4,8872.782054,3,8497.167944
12/21/2015,OC,E,4,4,15446.13872,4,10447.3884,4,8947.763309
12/21/2015,OC,HR,1,1,7492.508492,1,6973.027972,1,6973.027972
12/21/2015,OC,N/A,147,31,12570.56227,0,NULL,0,NULL
12/21/2015,Partner,A,90,90,16677.07027,66,13023.31784,49,13368.13536
12/21/2015,Partner,AA,29,29,12258.19803,25,10779.56886,18,10888.28404
12/21/2015,Partner,B,102,102,17841.00157,74,15780.88135,53,15243.10864
12/21/2015,Partner,C,119,119,15808.27053,89,14749.27249,62,13285.26961
12/21/2015,Partner,D,48,48,12345.59699,34,12137.87833,30,11922.93594
12/21/2015,Partner,E,40,40,10349.74128,28,9883.575622,20,9524.523824
12/21/2015,Partner,HR,13,13,6114.914314,8,5936.75803,7,5070.704328
12/21/2015,Partner,N/A,4051,1430,15838.91448,0,NULL,0,NULL
12/22/2015,Digital,A,15,15,14979.06813,11,13526.04318,10,13678.63224
12/22/2015,Digital,AA,5,5,18321.33593,3,12204.26558,2,10807.09695
12/22/2015,Digital,B,35,35,16261.70684,25,13486.50058,17,13950.70884
12/22/2015,Digital,C,44,44,17860.98045,35,16856.66127,25,15715.41142
12/22/2015,Digital,D,21,21,12113.75654,14,9870.795015,12,9099.32514
12/22/2015,Digital,E,17,17,7119.87536,12,7041.079993,5,7698.460508
12/22/2015,Digital,HR,6,6,3916.014164,6,3916.014164,6,3916.014164
12/22/2015,Digital,N/A,519,143,14546.73744,0,NULL,0,NULL
12/22/2015,Direct Mail,A,128,128,17589.28447,91,15010.3955,67,14775.09292
12/22/2015,Direct Mail,AA,65,65,16897.70928,45,13058.59872,34,13327.54922
12/22/2015,Direct Mail,B,159,159,17293.09879,111,17133.7916,90,16237.24182
12/22/2015,Direct Mail,C,219,219,15467.77869,159,15638.75071,123,14705.55525
12/22/2015,Direct Mail,D,120,120,13608.21994,81,12073.92503,61,11719.48002
12/22/2015,Direct Mail,E,124,124,9019.290175,95,8696.761097,72,8265.176886
12/22/2015,Direct Mail,HR,49,49,5785.596233,43,5558.010302,37,5148.509527
12/22/2015,Direct Mail,N/A,2288,948,13770.99708,0,NULL,0,NULL
12/22/2015,DirectToSite,A,21,21,16832.53183,17,15140.28592,16,13899.13137
12/22/2015,DirectToSite,AA,18,18,12443.75318,14,11484.89401,12,10482.45988
12/22/2015,DirectToSite,B,25,25,17239.31047,21,16475.40598,18,15888.00628
12/22/2015,DirectToSite,C,32,32,15455.76704,25,14479.46086,18,15493.58375
12/22/2015,DirectToSite,D,18,18,11660.46336,13,10645.33505,10,9739.026197
12/22/2015,DirectToSite,E,12,12,7999.333472,8,7436.570554,4,7498.125719
12/22/2015,DirectToSite,HR,8,8,4961.87989,6,4115.980837,5,4499.10038
12/22/2015,DirectToSite,N/A,1664,442,13160.34738,0,NULL,0,NULL
12/22/2015,Email,A,18,18,14093.66152,15,15338.97747,12,13590.53421
12/22/2015,Email,AA,10,10,15558.44426,8,13023.3722,8,13023.3722
12/22/2015,Email,B,19,19,19214.77822,13,19813.86055,11,18916.46223
12/22/2015,Email,C,22,22,16476.52384,15,17698.82015,13,15768.01792
12/22/2015,Email,D,8,8,14873.14098,3,10663.11263,3,6331.223259
12/22/2015,Email,E,10,10,7749.225177,7,4427.939009,2,1999.001
12/22/2015,Email,HR,3,3,4831.723092,2,2998.501249,1,1998.002997
12/22/2015,Email,N/A,134,64,13320.13564,0,NULL,0,NULL
12/22/2015,OC,A,8,8,7549.056493,8,7549.056493,6,7398.767039
12/22/2015,OC,AA,5,5,5598.880424,3,6664.445518,2,8995.502749
12/22/2015,OC,B,8,8,16935.3832,6,11414.76437,5,12197.56069
12/22/2015,OC,C,7,7,10284.24525,4,10747.31342,3,9330.223592
12/22/2015,OC,D,3,3,17327.55781,2,11994.0035,2,11994.0035
12/22/2015,OC,E,1,1,14985.01598,1,14985.01598,0,NULL
12/22/2015,OC,HR,2,2,6746.627186,2,7496.252374,1,7492.508492
12/22/2015,OC,N/A,118,22,13513.02218,0,NULL,0,NULL
12/22/2015,Partner,A,81,81,15491.52481,56,15021.17821,37,14005.05394
12/22/2015,Partner,AA,40,40,13729.65678,27,11523.64731,21,12525.59407
12/22/2015,Partner,B,105,105,15428.13879,73,14586.96458,47,13671.26233
12/22/2015,Partner,C,109,109,16218.21819,75,14293.14277,53,12952.58582
12/22/2015,Partner,D,48,48,11499.76044,32,9905.940471,24,8478.813424
12/22/2015,Partner,E,39,39,9858.721597,29,9413.468536,25,9139.634455
12/22/2015,Partner,HR,16,16,6249.609462,11,6090.355513,7,4642.194115
12/22/2015,Partner,N/A,4079,1443,16422.18391,0,NULL,0,NULL
12/23/2015,Digital,A,30,30,16226.12583,23,15977.56624,20,15224.23884
12/23/2015,Digital,AA,9,9,19975.55838,6,14597.56724,5,15516.89682
12/23/2015,Digital,B,20,20,17912.20444,13,13298.97708,10,11788.82122
12/23/2015,Digital,C,32,32,15380.83188,21,14656.4926,17,14399.15305
12/23/2015,Digital,D,25,25,15299.38806,19,15657.07073,17,15557.90842
12/23/2015,Digital,E,17,17,9852.361685,13,10037.68949,11,10271.79356
12/23/2015,Digital,HR,7,7,5213.541066,7,5499.214541,4,5748.563109
12/23/2015,Digital,N/A,438,123,13103.15364,0,NULL,0,NULL
12/23/2015,Direct Mail,A,112,112,17928.38458,90,16187.60904,66,15930.07683
12/23/2015,Direct Mail,AA,29,29,17223.19923,18,13677.018,13,13806.63034
12/23/2015,Direct Mail,B,161,161,18325.37066,118,17614.29141,84,17427.19731
12/23/2015,Direct Mail,C,166,166,14552.93643,114,14471.82043,94,14333.90071
12/23/2015,Direct Mail,D,107,107,13937.2062,80,12752.34061,58,12425.64785
12/23/2015,Direct Mail,E,112,112,8496.817002,94,8650.450538,69,8565.122259
12/23/2015,Direct Mail,HR,42,42,5428.442204,32,5062.341833,26,4730.587324
12/23/2015,Direct Mail,N/A,1823,779,13737.54334,0,NULL,0,NULL
12/23/2015,DirectToSite,A,30,30,16239.45872,24,16382.65076,16,16655.20911
12/23/2015,DirectToSite,AA,19,19,13886.11131,14,11920.57717,13,12260.59542
12/23/2015,DirectToSite,B,18,18,13888.11738,11,12498.86383,11,12498.86383
12/23/2015,DirectToSite,C,25,25,13959.44166,15,14899.0068,12,14290.47588
12/23/2015,DirectToSite,D,16,16,15405.28723,13,14306.59188,9,13665.14843
12/23/2015,DirectToSite,E,10,10,11048.89521,7,9212.969719,7,9212.969719
12/23/2015,DirectToSite,HR,10,10,4949.505149,8,5686.789276,7,6213.398229
12/23/2015,DirectToSite,N/A,1444,380,12503.42763,0,NULL,0,NULL
12/23/2015,Email,A,11,11,11480.77457,7,9927.153407,7,9927.153407
12/23/2015,Email,AA,8,8,16660.54256,8,14598.30034,8,14598.30034
12/23/2015,Email,B,20,20,16449.22759,17,11699.37068,15,11859.27611
12/23/2015,Email,C,22,22,13485.75069,21,12842.24565,16,13230.42316
12/23/2015,Email,D,12,12,14144.6547,8,12104.73703,6,11289.7852
12/23/2015,Email,E,3,3,9996.668111,2,4497.751624,1,3996.004995
12/23/2015,Email,HR,4,4,9622.594601,2,4747.626687,1,7492.508492
12/23/2015,Email,N/A,108,62,16715.85944,0,NULL,0,NULL
12/23/2015,OC,A,3,3,6664.445518,3,6664.445518,2,6496.752124
12/23/2015,OC,AA,4,4,8372.907023,3,11329.55715,3,11329.55715
12/23/2015,OC,B,5,5,8438.312537,5,9638.072585,3,10996.33489
12/23/2015,OC,C,4,4,17970.50762,3,17327.55781,3,17327.55781
12/23/2015,OC,D,4,4,14746.31367,4,15496.12622,3,12662.44618
12/23/2015,OC,E,2,2,6071.964518,2,7996.002499,2,7996.002499
12/23/2015,OC,HR,2,2,6746.627186,2,6746.627186,2,6746.627186
12/23/2015,OC,N/A,99,24,13582.76743,0,NULL,0,NULL
12/23/2015,Partner,A,63,63,15294.99533,49,15295.60623,37,16040.10705
12/23/2015,Partner,AA,36,36,12541.31832,25,10219.59126,15,10199.32011
12/23/2015,Partner,B,89,89,16109.01002,62,15128.78826,48,15333.01392
12/23/2015,Partner,C,94,94,13508.76056,67,13162.2961,50,13447.73107
12/23/2015,Partner,D,44,44,13331.51522,33,14666.22227,19,12920.37266
12/23/2015,Partner,E,31,31,10080.32002,22,8913.231262,15,8372.775215
12/23/2015,Partner,HR,19,19,6931.214199,12,5591.200817,7,5156.406371
12/23/2015,Partner,N/A,3256,1119,15813.07077,0,NULL,0,NULL
12/24/2015,Digital,A,13,13,15114.22206,10,14148.58524,7,13355.23511
12/24/2015,Digital,AA,4,4,13746.56361,4,13746.56361,3,13328.8907
12/24/2015,Digital,B,16,16,17623.89857,7,21282.67405,4,22994.25169
12/24/2015,Digital,C,14,14,16855.93893,8,15123.10974,7,15854.87802
12/24/2015,Digital,D,11,11,12271.70266,9,12665.25953,8,11748.53156
12/24/2015,Digital,E,7,7,9570.061563,7,9141.55135,6,7998.667055
12/24/2015,Digital,HR,7,7,7856.020711,6,6665.555907,2,2998.501249
12/24/2015,Digital,N/A,270,84,13557.07671,0,NULL,0,NULL
12/24/2015,Direct Mail,A,57,57,17796.79306,41,15975.22014,25,15299.38806
12/24/2015,Direct Mail,AA,30,30,15132.82894,27,13147.66123,17,13999.17658
12/24/2015,Direct Mail,B,104,104,18050.23991,78,16792.63088,56,17553.97227
12/24/2015,Direct Mail,C,95,95,16548.11003,62,15070.74081,44,14656.50783
12/24/2015,Direct Mail,D,44,44,12745.16491,30,12066.26449,21,11599.44769
12/24/2015,Direct Mail,E,50,50,8521.829583,40,7914.802155,29,7796.282921
12/24/2015,Direct Mail,HR,15,15,5566.295647,11,6090.355513,10,5949.405159
12/24/2015,Direct Mail,N/A,893,363,14451.77011,0,NULL,0,NULL
12/24/2015,DirectToSite,A,4,4,21244.68908,2,8995.502749,1,1998.002997
12/24/2015,DirectToSite,AA,6,6,11248.12548,5,8098.380524,5,8098.380524
12/24/2015,DirectToSite,B,9,9,18197.97811,4,11622.09473,4,11622.09473
12/24/2015,DirectToSite,C,21,21,15551.64045,17,16946.06206,13,14798.8617
12/24/2015,DirectToSite,D,9,9,13831.79658,8,15123.10974,4,11747.06348
12/24/2015,DirectToSite,E,4,4,10622.34466,2,11244.37831,1,7492.508492
12/24/2015,DirectToSite,HR,4,4,4623.844289,3,3832.056315,3,3832.056315
12/24/2015,DirectToSite,N/A,758,216,14517.13187,0,NULL,0,NULL
12/24/2015,Email,A,8,8,14710.66129,6,15914.0145,5,17096.58088
12/24/2015,Email,AA,5,5,13997.20076,5,14797.04079,5,14797.04079
12/24/2015,Email,B,12,12,16456.962,6,14164.30612,6,14164.30612
12/24/2015,Email,C,13,13,16337.28182,8,13448.31909,8,13448.31909
12/24/2015,Email,D,3,3,13328.8907,3,9196.934688,2,11294.35332
12/24/2015,Email,E,1,1,7492.508492,1,7492.508492,0,NULL
12/24/2015,Email,HR,2,2,2998.501249,2,2998.501249,1,1998.002997
12/24/2015,Email,N/A,71,40,14134.64666,0,NULL,0,NULL
12/24/2015,OC,A,4,4,12246.93852,4,11747.06348,2,13493.25387
12/24/2015,OC,AA,1,1,19980.02098,1,16983.01798,1,16983.01798
12/24/2015,OC,B,1,1,7492.508492,1,19980.02098,1,19980.02098
12/24/2015,OC,C,3,3,10996.33489,3,9996.668111,2,7996.002499
12/24/2015,OC,D,5,5,13797.24075,5,11547.69066,1,4995.005994
12/24/2015,OC,E,2,2,10494.75312,1,9990.010989,0,NULL
12/24/2015,OC,HR,1,1,7492.508492,0,NULL,0,NULL
